InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
538525,22556,PLASTERS IN TIN CIRCUS PARADE ,24,12/13/2010 9:39,1.65,12540,Spain
538525,22423,REGENCY CAKESTAND 3 TIER,10,12/13/2010 9:39,12.75,12540,Spain
538525,22120,WELCOME  WOODEN BLOCK LETTERS,6,12/13/2010 9:39,9.95,12540,Spain
538525,21754,HOME BUILDING BLOCK WORD,6,12/13/2010 9:39,5.95,12540,Spain
538525,21755,LOVE BUILDING BLOCK WORD,9,12/13/2010 9:39,5.95,12540,Spain
538525,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,8,12/13/2010 9:39,9.95,12540,Spain
538525,POST,POSTAGE,5,12/13/2010 9:39,28,12540,Spain
538525,21479,WHITE SKULL HOT WATER BOTTLE ,4,12/13/2010 9:39,3.75,12540,Spain
538525,84029E,RED WOOLLY HOTTIE WHITE HEART.,8,12/13/2010 9:39,3.75,12540,Spain
538525,22837,HOT WATER BOTTLE BABUSHKA ,16,12/13/2010 9:39,4.65,12540,Spain
539351,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,12/17/2010 11:23,1.95,12551,Spain
539351,85099B,JUMBO BAG RED RETROSPOT,10,12/17/2010 11:23,1.95,12551,Spain
539351,22386,JUMBO BAG PINK POLKADOT,10,12/17/2010 11:23,1.95,12551,Spain
539351,21928,JUMBO BAG SCANDINAVIAN PAISLEY,10,12/17/2010 11:23,1.95,12551,Spain
539351,20712,JUMBO BAG WOODLAND ANIMALS,10,12/17/2010 11:23,1.95,12551,Spain
539351,20716,PARTY FOOD SHOPPER BAG,10,12/17/2010 11:23,1.25,12551,Spain
539351,20717,STRAWBERRY SHOPPER BAG,10,12/17/2010 11:23,1.25,12551,Spain
539351,20718,RED RETROSPOT SHOPPER BAG,10,12/17/2010 11:23,1.25,12551,Spain
539351,21934,SKULL SHOULDER BAG,10,12/17/2010 11:23,1.65,12551,Spain
539351,21935,SUKI  SHOULDER BAG,10,12/17/2010 11:23,1.65,12551,Spain
C540271,M,Manual,-1,1/6/2011 11:51,1126,12503,Spain
540469,POST,POSTAGE,4,1/7/2011 14:04,28,12484,Spain
540469,22814,CARD PARTY GAMES ,12,1/7/2011 14:04,0.42,12484,Spain
540469,21500,PINK POLKADOT WRAP ,25,1/7/2011 14:04,0.42,12484,Spain
540469,22045,SPACEBOY GIFT WRAP,25,1/7/2011 14:04,0.42,12484,Spain
540469,22711,WRAP CIRCUS PARADE,25,1/7/2011 14:04,0.42,12484,Spain
540469,22047,EMPIRE GIFT WRAP,25,1/7/2011 14:04,0.42,12484,Spain
540469,84251B,"GREETING CARD, STICKY GORDON",12,1/7/2011 14:04,0.19,12484,Spain
540469,84251C,"GREETING CARD, TWO SISTERS.",12,1/7/2011 14:04,0.19,12484,Spain
540469,22023,EMPIRE BIRTHDAY CARD,12,1/7/2011 14:04,0.42,12484,Spain
540469,22716,CARD CIRCUS PARADE,12,1/7/2011 14:04,0.42,12484,Spain
540469,22029,SPACEBOY BIRTHDAY CARD,12,1/7/2011 14:04,0.42,12484,Spain
540469,22820,GIFT BAG BIRTHDAY,12,1/7/2011 14:04,0.65,12484,Spain
540469,21544,SKULLS  WATER TRANSFER TATTOOS ,10,1/7/2011 14:04,0.85,12484,Spain
540469,21679,SKULLS  STICKERS,6,1/7/2011 14:04,0.85,12484,Spain
540469,21677,HEARTS  STICKERS,6,1/7/2011 14:04,0.85,12484,Spain
540469,22745,POPPY'S PLAYHOUSE BEDROOM ,3,1/7/2011 14:04,2.1,12484,Spain
540469,22746,POPPY'S PLAYHOUSE LIVINGROOM ,3,1/7/2011 14:04,2.1,12484,Spain
540469,22748,POPPY'S PLAYHOUSE KITCHEN,3,1/7/2011 14:04,2.1,12484,Spain
540469,22548,HEADS AND TAILS SPORTING FUN,4,1/7/2011 14:04,1.25,12484,Spain
540469,21912,VINTAGE SNAKES & LADDERS,3,1/7/2011 14:04,3.75,12484,Spain
540469,22550,HOLIDAY FUN LUDO,3,1/7/2011 14:04,3.75,12484,Spain
540469,84898F,YELLOW FLOWERS FELT HANDBAG KIT,4,1/7/2011 14:04,2.1,12484,Spain
540469,22148,EASTER CRAFT 4 CHICKS ,4,1/7/2011 14:04,1.95,12484,Spain
540469,22750,FELTCRAFT PRINCESS LOLA DOLL,2,1/7/2011 14:04,3.75,12484,Spain
540469,22751,FELTCRAFT PRINCESS OLIVIA DOLL,2,1/7/2011 14:04,3.75,12484,Spain
540469,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,2,1/7/2011 14:04,3.75,12484,Spain
540469,20971,PINK BLUE FELT CRAFT TRINKET BOX,3,1/7/2011 14:04,1.25,12484,Spain
540469,20972,PINK CREAM FELT CRAFT TRINKET BOX ,3,1/7/2011 14:04,1.25,12484,Spain
540469,47590A,BLUE HAPPY BIRTHDAY BUNTING,4,1/7/2011 14:04,5.45,12484,Spain
540469,47590B,PINK HAPPY BIRTHDAY BUNTING,5,1/7/2011 14:04,5.45,12484,Spain
540469,47566B,TEA TIME PARTY BUNTING,4,1/7/2011 14:04,4.65,12484,Spain
540469,48138,DOORMAT UNION FLAG,1,1/7/2011 14:04,7.95,12484,Spain
540469,48111,DOORMAT 3 SMILEY CATS,1,1/7/2011 14:04,7.95,12484,Spain
540469,48129,DOORMAT TOPIARY,1,1/7/2011 14:04,7.95,12484,Spain
540469,21955,DOORMAT UNION JACK GUNS AND ROSES,1,1/7/2011 14:04,7.95,12484,Spain
540469,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,4,1/7/2011 14:04,1.45,12484,Spain
540469,22505,MEMO BOARD COTTAGE DESIGN,4,1/7/2011 14:04,4.95,12484,Spain
540469,22507,MEMO BOARD RETROSPOT  DESIGN,2,1/7/2011 14:04,4.95,12484,Spain
540469,20978,36 PENCILS TUBE SKULLS,6,1/7/2011 14:04,1.25,12484,Spain
540469,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,24,1/7/2011 14:04,1.25,12484,Spain
540469,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,3,1/7/2011 14:04,3.75,12484,Spain
540469,20967,GREY FLORAL FELTCRAFT SHOULDER BAG,3,1/7/2011 14:04,3.75,12484,Spain
540469,22382,LUNCH BAG SPACEBOY DESIGN ,6,1/7/2011 14:04,1.65,12484,Spain
540469,20727,LUNCH BAG  BLACK SKULL.,6,1/7/2011 14:04,1.65,12484,Spain
540469,22384,LUNCH BAG PINK POLKADOT,6,1/7/2011 14:04,1.65,12484,Spain
540469,20725,LUNCH BAG RED RETROSPOT,4,1/7/2011 14:04,1.65,12484,Spain
540469,20728,LUNCH BAG CARS BLUE,5,1/7/2011 14:04,1.65,12484,Spain
540469,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,8,1/7/2011 14:04,0.65,12484,Spain
540469,22561,WOODEN SCHOOL COLOURING SET,6,1/7/2011 14:04,1.65,12484,Spain
540469,22804,CANDLEHOLDER PINK HANGING HEART,6,1/7/2011 14:04,2.95,12484,Spain
540469,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,1/7/2011 14:04,2.95,12484,Spain
540469,22197,SMALL POPCORN HOLDER,12,1/7/2011 14:04,0.85,12484,Spain
540469,22189,CREAM HEART CARD HOLDER,4,1/7/2011 14:04,3.95,12484,Spain
540469,22492,MINI PAINT SET VINTAGE ,36,1/7/2011 14:04,0.65,12484,Spain
540469,22891,TEA FOR ONE POLKADOT,6,1/7/2011 14:04,4.25,12484,Spain
540469,21062,PARTY INVITES SPACEMAN,10,1/7/2011 14:04,0.85,12484,Spain
540469,21063,PARTY INVITES JAZZ HEARTS,12,1/7/2011 14:04,0.85,12484,Spain
540469,22969,HOMEMADE JAM SCENTED CANDLES,12,1/7/2011 14:04,1.45,12484,Spain
540469,75013B,"STRING OF 8 BUTTERFLIES,PINK",6,1/7/2011 14:04,1.65,12484,Spain
540469,20752,BLUE POLKADOT WASHING UP GLOVES,2,1/7/2011 14:04,2.1,12484,Spain
540469,20754,RETROSPOT RED WASHING UP GLOVES,2,1/7/2011 14:04,2.1,12484,Spain
540469,20751,FUNKY WASHING UP GLOVES ASSORTED,4,1/7/2011 14:04,2.1,12484,Spain
540469,21479,WHITE SKULL HOT WATER BOTTLE ,2,1/7/2011 14:04,3.75,12484,Spain
540469,22111,SCOTTIE DOG HOT WATER BOTTLE,2,1/7/2011 14:04,4.95,12484,Spain
540469,22112,CHOCOLATE HOT WATER BOTTLE,2,1/7/2011 14:04,4.95,12484,Spain
540469,22835,HOT WATER BOTTLE I AM SO POORLY,2,1/7/2011 14:04,4.65,12484,Spain
540469,21485,RETROSPOT HEART HOT WATER BOTTLE,2,1/7/2011 14:04,4.95,12484,Spain
540469,22113,GREY HEART HOT WATER BOTTLE,2,1/7/2011 14:04,3.75,12484,Spain
540469,51014L,"FEATHER PEN,LIGHT PINK",12,1/7/2011 14:04,0.85,12484,Spain
540469,51014A,"FEATHER PEN,HOT PINK",12,1/7/2011 14:04,0.85,12484,Spain
540469,22900, SET 2 TEA TOWELS I LOVE LONDON ,8,1/7/2011 14:04,2.95,12484,Spain
540469,22109,FULL ENGLISH BREAKFAST PLATE,2,1/7/2011 14:04,3.75,12484,Spain
540469,22629,SPACEBOY LUNCH BOX ,5,1/7/2011 14:04,1.95,12484,Spain
540469,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,1/7/2011 14:04,2.55,12484,Spain
540469,22196,SMALL HEART MEASURING SPOONS,4,1/7/2011 14:04,0.85,12484,Spain
540469,22195,LARGE HEART MEASURING SPOONS,4,1/7/2011 14:04,1.65,12484,Spain
540469,22966,GINGERBREAD MAN COOKIE CUTTER,3,1/7/2011 14:04,1.25,12484,Spain
540469,37482P,CUBIC MUG PINK POLKADOT,6,1/7/2011 14:04,2.55,12484,Spain
540469,22423,REGENCY CAKESTAND 3 TIER,3,1/7/2011 14:04,12.75,12484,Spain
540469,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,4,1/7/2011 14:04,2.1,12484,Spain
540469,21232,STRAWBERRY CERAMIC TRINKET BOX,4,1/7/2011 14:04,1.25,12484,Spain
540469,37343,POLKADOT MUG PINK ,6,1/7/2011 14:04,1.65,12484,Spain
540469,22636,CHILDS BREAKFAST SET CIRCUS PARADE,4,1/7/2011 14:04,8.5,12484,Spain
540469,22090,PAPER BUNTING RETROSPOT,3,1/7/2011 14:04,2.95,12484,Spain
540469,22083,PAPER CHAIN KIT RETROSPOT,6,1/7/2011 14:04,2.95,12484,Spain
540469,21289,LARGE STRIPES CHOCOLATE GIFT BAG,16,1/7/2011 14:04,1.25,12484,Spain
540469,20828,GLITTER BUTTERFLY CLIPS,6,1/7/2011 14:04,2.55,12484,Spain
540469,22862,LOVE HEART NAPKIN BOX ,4,1/7/2011 14:04,4.25,12484,Spain
540469,84378,SET OF 3 HEART COOKIE CUTTERS,4,1/7/2011 14:04,1.25,12484,Spain
540469,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,4,1/7/2011 14:04,1.25,12484,Spain
540469,22236,CAKE STAND 3 TIER MAGIC GARDEN,3,1/7/2011 14:04,12.75,12484,Spain
540469,21355,TOAST ITS - I LOVE YOU ,3,1/7/2011 14:04,1.25,12484,Spain
540469,21358,TOAST ITS - HAPPY BIRTHDAY,3,1/7/2011 14:04,1.25,12484,Spain
540469,35965,FOLKART HEART NAPKIN RINGS,4,1/7/2011 14:04,2.95,12484,Spain
540469,21210,SET OF 72 RETROSPOT PAPER  DOILIES,2,1/7/2011 14:04,1.45,12484,Spain
540469,21974,SET OF 36 PAISLEY FLOWER DOILIES,2,1/7/2011 14:04,1.45,12484,Spain
540469,21973,SET OF 36 MUSHROOM PAPER DOILIES,2,1/7/2011 14:04,1.45,12484,Spain
540469,84987,SET OF 36 TEATIME PAPER DOILIES,2,1/7/2011 14:04,1.45,12484,Spain
540550,22962,JAM JAR WITH PINK LID,12,1/10/2011 9:11,0.85,12539,Spain
540550,22961,JAM MAKING SET PRINTED,12,1/10/2011 9:11,1.45,12539,Spain
540550,22960,JAM MAKING SET WITH JARS,6,1/10/2011 9:11,4.25,12539,Spain
540550,22430,ENAMEL WATERING CAN CREAM,4,1/10/2011 9:11,4.95,12539,Spain
540550,21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,6,1/10/2011 9:11,2.95,12539,Spain
540550,21944,KITTENS DESIGN FLANNEL,12,1/10/2011 9:11,0.85,12539,Spain
540550,21121,SET/10 RED POLKADOT PARTY CANDLES,24,1/10/2011 9:11,1.25,12539,Spain
540550,21123,SET/10 IVORY POLKADOT PARTY CANDLES,24,1/10/2011 9:11,1.25,12539,Spain
540550,21122,SET/10 PINK POLKADOT PARTY CANDLES,24,1/10/2011 9:11,1.25,12539,Spain
540550,21126,SET OF 6 GIRLS CELEBRATION CANDLES,12,1/10/2011 9:11,1.25,12539,Spain
540550,21125,SET 6 FOOTBALL CELEBRATION CANDLES,12,1/10/2011 9:11,1.25,12539,Spain
540550,62094B,TURQ ICE CREAM BUM BAG ,6,1/10/2011 9:11,2.55,12539,Spain
540550,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,1/10/2011 9:11,1.95,12539,Spain
540550,47594B,SCOTTIES DESIGN WASHBAG,6,1/10/2011 9:11,1.95,12539,Spain
540550,84912B,GREEN ROSE WASHBAG,4,1/10/2011 9:11,3.75,12539,Spain
540550,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,6,1/10/2011 9:11,2.95,12539,Spain
540550,22111,SCOTTIE DOG HOT WATER BOTTLE,3,1/10/2011 9:11,4.95,12539,Spain
540550,22690,DOORMAT HOME SWEET HOME BLUE ,2,1/10/2011 9:11,7.95,12539,Spain
540550,21710,FOLDING UMBRELLA PINKWHITE POLKADOT,4,1/10/2011 9:11,4.95,12539,Spain
540550,84050,PINK HEART SHAPE EGG FRYING PAN,6,1/10/2011 9:11,1.65,12539,Spain
540550,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,1/10/2011 9:11,0.55,12539,Spain
540550,22956,36 FOIL HEART CAKE CASES,6,1/10/2011 9:11,2.1,12539,Spain
540550,35810A,ENAMEL PINK COFFEE CONTAINER,6,1/10/2011 9:11,2.1,12539,Spain
540550,35809A,ENAMEL PINK TEA CONTAINER,6,1/10/2011 9:11,2.1,12539,Spain
540550,22358,KINGS CHOICE TEA CADDY ,6,1/10/2011 9:11,2.95,12539,Spain
540550,22659,LUNCH BOX I LOVE LONDON,12,1/10/2011 9:11,1.95,12539,Spain
540550,22629,SPACEBOY LUNCH BOX ,12,1/10/2011 9:11,1.95,12539,Spain
540550,22630,DOLLY GIRL LUNCH BOX,12,1/10/2011 9:11,1.95,12539,Spain
540550,21561,DINOSAUR LUNCH BOX WITH CUTLERY,6,1/10/2011 9:11,2.55,12539,Spain
540550,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,1/10/2011 9:11,2.55,12539,Spain
540550,22702,BLACK AND WHITE CAT BOWL,6,1/10/2011 9:11,2.1,12539,Spain
540550,22700,BLACK AND WHITE DOG BOWL,6,1/10/2011 9:11,2.95,12539,Spain
540550,22845,VINTAGE CREAM CAT FOOD CONTAINER,2,1/10/2011 9:11,6.35,12539,Spain
540550,22844,VINTAGE CREAM DOG FOOD CONTAINER,2,1/10/2011 9:11,8.5,12539,Spain
540550,22899,CHILDREN'S APRON DOLLY GIRL ,6,1/10/2011 9:11,2.1,12539,Spain
540550,21625,VINTAGE UNION JACK APRON,3,1/10/2011 9:11,6.95,12539,Spain
540550,21042,RED RETROSPOT APRON ,3,1/10/2011 9:11,5.95,12539,Spain
540550,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,1/10/2011 9:11,4.95,12539,Spain
540550,85132B,CHARLIE AND LOLA TABLE TINS,1,1/10/2011 9:11,9.95,12539,Spain
540550,22838,3 TIER CAKE TIN RED AND CREAM,1,1/10/2011 9:11,14.95,12539,Spain
540550,35241,ENAMEL BLUE RIM BISCUIT BIN,3,1/10/2011 9:11,4.95,12539,Spain
540550,22357,KINGS CHOICE BISCUIT TIN,4,1/10/2011 9:11,4.25,12539,Spain
540550,22849,BREAD BIN DINER STYLE MINT,1,1/10/2011 9:11,16.95,12539,Spain
540550,22847,BREAD BIN DINER STYLE IVORY,1,1/10/2011 9:11,16.95,12539,Spain
540550,85144,JARDIN ETCHED GLASS CHEESE DISH,2,1/10/2011 9:11,7.25,12539,Spain
540550,21657,MILK BOTTLE WITH GLASS STOPPER ,3,1/10/2011 9:11,6.95,12539,Spain
540550,37444C,PINK BREAKFAST CUP AND SAUCER ,4,1/10/2011 9:11,2.95,12539,Spain
540550,21530,DAIRY MAID TOASTRACK,6,1/10/2011 9:11,2.95,12539,Spain
540550,22107,PIZZA PLATE IN BOX,4,1/10/2011 9:11,3.75,12539,Spain
540550,84817,DANISH ROSE DECORATIVE PLATE,6,1/10/2011 9:11,2.1,12539,Spain
540550,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,1/10/2011 9:11,2.95,12539,Spain
540550,22834,HAND WARMER BABUSHKA DESIGN,12,1/10/2011 9:11,2.1,12539,Spain
540550,21731,RED TOADSTOOL LED NIGHT LIGHT,12,1/10/2011 9:11,1.65,12539,Spain
540550,85232D,SET/3 DECOUPAGE STACKING TINS,3,1/10/2011 9:11,4.95,12539,Spain
540550,21622,VINTAGE UNION JACK CUSHION COVER,4,1/10/2011 9:11,4.95,12539,Spain
540550,22785,SQUARECUSHION COVER PINK UNION FLAG,2,1/10/2011 9:11,6.75,12539,Spain
540550,22675,FRENCH KITCHEN SIGN BLUE METAL,12,1/10/2011 9:11,1.25,12539,Spain
540550,22670,FRENCH WC SIGN BLUE METAL,12,1/10/2011 9:11,1.25,12539,Spain
540550,22674,FRENCH TOILET SIGN BLUE METAL,12,1/10/2011 9:11,1.25,12539,Spain
540550,84638,SMALL KITCHEN FLOWER POTS PLAQUE,2,1/10/2011 9:11,6.95,12539,Spain
540550,84637,KITCHEN FLOWER POTS WALL PLAQUE,3,1/10/2011 9:11,5.95,12539,Spain
540550,84631,FRUIT TREE AND BIRDS WALL PLAQUE,2,1/10/2011 9:11,7.95,12539,Spain
540550,22511,RETROSPOT BABUSHKA DOORSTOP,4,1/10/2011 9:11,3.75,12539,Spain
540550,47566,PARTY BUNTING,5,1/10/2011 9:11,4.65,12539,Spain
540550,84819,DANISH ROSE ROUND SEWING BOX,3,1/10/2011 9:11,4.25,12539,Spain
540550,22968,ROSE COTTAGE KEEPSAKE BOX ,2,1/10/2011 9:11,9.95,12539,Spain
540550,22509,SEWING BOX RETROSPOT DESIGN ,1,1/10/2011 9:11,16.95,12539,Spain
540550,22448,PIN CUSHION BABUSHKA RED,6,1/10/2011 9:11,3.35,12539,Spain
540550,22453,MEASURING TAPE BABUSHKA BLUE,6,1/10/2011 9:11,2.95,12539,Spain
540550,22452,MEASURING TAPE BABUSHKA PINK,6,1/10/2011 9:11,2.95,12539,Spain
540550,22077,6 RIBBONS RUSTIC CHARM,12,1/10/2011 9:11,1.65,12539,Spain
540550,22443,GROW YOUR OWN HERBS SET OF 3,2,1/10/2011 9:11,7.95,12539,Spain
540550,22271,FELTCRAFT DOLL ROSIE,6,1/10/2011 9:11,2.95,12539,Spain
540550,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,6,1/10/2011 9:11,2.95,12539,Spain
540550,22742,MAKE YOUR OWN PLAYTIME CARD KIT,6,1/10/2011 9:11,2.95,12539,Spain
540550,84509B,SET OF 4 FAIRY CAKE PLACEMATS,4,1/10/2011 9:11,3.75,12539,Spain
540550,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,4,1/10/2011 9:11,3.75,12539,Spain
540550,21843,RED RETROSPOT CAKE STAND,1,1/10/2011 9:11,10.95,12539,Spain
540550,22184,CAKE STAND VICTORIAN FILIGREE LARGE,2,1/10/2011 9:11,8.5,12539,Spain
540550,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,2,1/10/2011 9:11,9.95,12539,Spain
540550,22555,PLASTERS IN TIN STRONGMAN,12,1/10/2011 9:11,1.65,12539,Spain
540550,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12,1/10/2011 9:11,1.65,12539,Spain
540550,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,1/10/2011 9:11,1.65,12539,Spain
540550,22209,WOOD STAMP SET HAPPY BIRTHDAY,12,1/10/2011 9:11,1.65,12539,Spain
540550,22208,WOOD STAMP SET THANK YOU,12,1/10/2011 9:11,1.65,12539,Spain
540550,21881,CUTE CATS TAPE,12,1/10/2011 9:11,0.65,12539,Spain
540550,21879,HEARTS GIFT TAPE,12,1/10/2011 9:11,0.65,12539,Spain
540550,21880,RED RETROSPOT TAPE,12,1/10/2011 9:11,0.65,12539,Spain
540550,22472,TV DINNER TRAY DOLLY GIRL,3,1/10/2011 9:11,4.95,12539,Spain
540550,22476,EMPIRE UNION JACK TV DINNER TRAY,3,1/10/2011 9:11,4.95,12539,Spain
540550,22312,OFFICE MUG WARMER POLKADOT,6,1/10/2011 9:11,2.95,12539,Spain
540550,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,1/10/2011 9:11,4.95,12539,Spain
540550,22423,REGENCY CAKESTAND 3 TIER,14,1/10/2011 9:11,12.75,12539,Spain
540785,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,144,1/11/2011 11:39,3.39,12557,Spain
540785,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,360,1/11/2011 11:39,3.39,12557,Spain
540785,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,360,1/11/2011 11:39,3.39,12557,Spain
540785,84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,144,1/11/2011 11:39,3.39,12557,Spain
540801,22077,6 RIBBONS RUSTIC CHARM,24,1/11/2011 12:25,1.65,12540,Spain
540801,22082,RIBBON REEL STRIPES DESIGN ,10,1/11/2011 12:25,1.65,12540,Spain
540801,22078,RIBBON REEL LACE DESIGN ,10,1/11/2011 12:25,2.1,12540,Spain
540801,85049G,CHOCOLATE BOX RIBBONS ,12,1/11/2011 12:25,1.25,12540,Spain
